close_date,MXWDU_Index,HDB_US_Equity,NTES_US_Equity,BAP_US_EQUITY,NVO_US_Equity,ACN_US_Equity,6861_JT_Equity,MELI_US_Equity,AIR_FP_Equity,TSM_US_Equity,ASML_US_Equity,ABEV_US_EQUITY,BAX_US_EQUITY,KER_FP_Equity,MC_FP_Equity,ADS_GR_Equity,NESN_SW_Equity,UBI_FP_Equity,ITUB_US_Equity,BRFS_US_Equity,CHKP_US_EQUITY,AZN_US_Equity,BBD_US_Equity,UL_US_Equity,PA1_COMB_Comdty,GC1_Comdty,BAYN_GR_Equity,DEO_US_Equity,DG_FP_Equity,RIO_US_Equity,LRLCY_US_Equity,NVS_US_Equity,SNY_US_Equity,GSK_US_Equity,RY_US_Equity,TTM_US_Equity,IBE_SM_Equity,SAP_US_Equity,BIDU_US_EQUITY,EWL_US_EQUITY,EEM_US_EQUITY,BRK/B_US_Equity,CRH_US_EQUITY,VALE_US_Equity,EWM_US_EQUITY,EWS_US_EQUITY,EWH_US_EQUITY,EWZ_US_EQUITY,EWA_US_EQUITY,TM_US_Equity,EWN_US_EQUITY,EWC_US_EQUITY,SLV_US_EQUITY,EWY_US_EQUITY,EWG_US_EQUITY,EWQ_US_EQUITY,EZA_US_EQUITY,VGK_US_EQUITY,ECH_US_EQUITY,EWT_US_Equity,SIEGY_US_Equity,SNE_US_Equity,EWJ_US_EQUITY,EWU_US_EQUITY,EWI_US_EQUITY,TOT_US_Equity,EWP_US_EQUITY,HMC_US_Equity,SAN_US_Equity,TEVA_US_Equity,MUFG_US_Equity
30/09/2009,235.01,11.0847,39.826,62.2887,10.2076,29.7602,4241.9,37.2677,13.2317,7.6773,26.5643,2.3157,25.3267,62.46,50.08,31.307,32.338,12.94,5.8632,11.8535,28.35,13.9871,5.1017,20.1616,299.2,1008,35.759,46.5916,26.1059,26.7447,16.5562,30.9917,24.677,22.8523,36.0295,12.0359,3.7712,41.7172,39.105,17.3292,31.316,66.46,20.3055,15.0609,20.919,14.2938,11.3196,49.4,13.7284,60.8164,15.9663,20.4037,16.38,40.5261,17.7987,19.7561,36.6466,33.2711,40.5613,18.7095,32.2269,26.7154,33.55,20.634,29.994,33.0795,30.8334,23.4244,7.7368,41.2186,3.9671
30/10/2009,231.95,10.358,33.671,55.2956,10.0779,30.1827,4029.6,34.6804,11.0242,6.6827,24.2017,2.5358,24.0161,53.02,51.48,27.188,35.0182,10.75,5.5712,10.7672,31.05,13.9746,5.0551,20.97,323.25,1040.4,35.36,49.2663,24.0599,27.9603,16.921,31.9575,24.657,23.8067,34.2023,10.5686,3.4759,38.6441,37.792,17.0579,30.238,65.66,18.1022,16.7719,21.641,13.9348,11.3268,50.2691,13.3214,61.0641,15.4644,19.0985,16.07,36.677,16.8442,18.6378,34.6922,32.4124,40.7561,17.6313,31.2077,26.8892,32.24,20.607,28.2012,33.5316,29.8782,23.9344,7.7788,41.1534,3.9448
30/11/2009,238.13,12.5999,33.339,57.2341,10.8189,33.4062,3841.6,47.82,10.274,7.2781,27.84,2.7689,24.2338,57.47,50.79,32.832,34.7692,10.145,6.4787,10.7961,31.59,13.9497,5.4397,21.027,363.55,1181.1,38.366,51.2288,24.8668,32.0547,18.0153,34.2028,25.3515,24.2802,36.7743,13.299,3.5547,40.8635,43.374,17.6244,32.612,67.06,18.8854,18.8643,22.404,15.1049,11.5675,55.8489,14.1719,60.7932,16.0858,20.7481,18.15,37.96,18.0473,19.6724,37.5101,33.8817,43.5342,18.5729,34.1891,24.419,32.27,21.645,29.0094,35.6845,31.5237,23.9499,8.3794,43.1677,4.0785
31/12/2009,242.91,12.1813,32.799,61.6959,10.3535,33.7806,4246.3,50.2619,12.1452,8.0136,30.6249,2.8814,26.2043,60.07,57.39,32.548,36.761,9.92,6.6526,11.7143,33.88,14.6063,5.6951,22.7145,408.85,1096.2,42.057,52.5927,27.0104,33.8279,18.4879,33.4831,26.2264,24.7369,36.34,15.6578,3.8317,39.9587,41.123,17.7933,33.68,65.72,20.0053,19.1012,22.205,15.6283,11.5766,56.2565,14.2685,65.1433,16.3936,21.2825,16.539,40.8497,18.0104,19.7578,38.2202,33.8014,46.5635,20.0312,31.7901,26.5324,33.17,21.804,28.9979,36.7461,30.364,26.2855,7.9629,45.9398,3.655
29/01/2010,230.92,11.0782,28.596,59.7814,10.9341,33.3655,4606.8,36.851,12.2443,7.117,28.0736,2.6383,25.7175,63.07,57.9,31.764,36.9807,9.889,5.6065,10.7569,31.98,14.4663,4.7453,21.7319,412.65,1083,37.164,50.9106,26.5588,30.4716,17.4101,32.9294,24.5835,22.8399,33.6006,13.5868,3.5502,38.6868,41.171,17.0179,31.067,76.43,17.9997,16.9693,22.058,14.6626,10.8151,48.7767,13.1815,59.6012,15.7667,19.7548,15.9,38.9633,16.325,18.2139,35.9394,31.6818,47.3963,18.6412,31.6723,30.4025,33.51,20.768,26.3077,33.0451,27.2353,26.2932,6.8985,46.3814,3.8111
26/02/2010,230.54,11.3956,33.88,62.561,11.5324,32.5352,4314.9,39.8646,13.0678,6.8298,27.6963,2.7634,25.4228,60.11,58.29,31.367,39.141,8.974,5.9032,11.0298,32.6,14.2486,4.9663,21.1601,432.4,1118.9,36.63,49.4633,26.3124,32.9199,17.1448,34.0306,24.4432,22.0742,37.0182,15.0263,3.3974,38.0551,51.868,17.4975,31.619,80.13,16.9895,18.3313,22.351,14.9754,11.4065,51.5515,13.8312,57.9215,15.2796,20.943,16.07,39.0662,16.0922,18.0457,36.397,31.5075,48.2292,18.1779,30.6593,31.2076,33.85,20.593,25.2375,31.9376,25.5983,26.836,6.3889,49.2303,3.8036
31/03/2010,245.42,13.0531,30.968,70.6355,12.7239,34.1469,4948,46.7154,12.8436,7.3481,32.0461,2.6387,26.1172,70.29,63.37,34.125,39.5437,10.18,6.5058,12.2891,35.07,14.4424,5.2901,21.0451,479.95,1113.3,37.69,51.8075,29.8607,37.5031,17.493,34.4904,24.9508,22.8944,39.9632,17.1438,3.6048,41.1196,59.7,18.4647,34.185,81.27,18.6443,21.1804,24.421,15.6419,12.0423,55.5251,14.9994,62.6834,16.3452,22.5596,17.14,42.8734,17.5529,19.154,41.2658,33.5574,46.691,19.3825,35.5322,35.186,35.56,21.898,27.1103,33.2918,26.698,27.4669,6.5016,51.7489,3.9375
30/04/2010,242.59,13.9643,30.436,70.947,13.5455,35.8343,4981.2,48.8569,12.0978,7.4182,29.5657,2.8155,21.19,72.34,63.59,37.856,39.9052,9.627,6.4161,11.9447,35.62,14.2842,5.347,21.6345,555.75,1180.7,36.258,52.3375,28.8273,32.2292,17.5281,32.4185,22.7803,22.1634,41.7856,18.9547,3.4411,40.505,68.896,17.5215,34.127,77,21.4159,20.2899,25.111,16.3356,11.5766,54.4827,14.6433,60.0878,16.1289,22.8183,18.26,44.4597,17.1677,18.0075,40.8015,32.2814,47.9742,19.6296,34.7041,31.4213,35.39,21.427,24.9105,31.2032,25.042,26.2994,6.1926,48.1803,3.8924
31/05/2010,215.54,13.0166,26.469,72.115,12.6744,30.809,4460.7,50.2619,13.8697,6.8298,25.5826,2.7736,18.9507,71.49,63.88,35.063,39.6409,7.67,5.45,11.6047,30.67,13.6447,4.6942,19.625,461.85,1212.2,35.202,47.0684,25.8887,29.2129,15.7567,28.6953,20.9494,20.1379,36.338,15.4907,3.1366,36.2198,73.21,15.6511,30.921,70.55,16.9739,18.017,23.187,14.9754,10.926,47.8945,12.563,56.3854,14.1418,21.1532,18.03,37.7285,15.3699,15.7145,38.4387,28.4886,47.0904,17.5447,31.8216,28.2627,32.39,19.072,21.2245,27.5606,21.2244,23.6532,5.0936,45.1136,3.6439
30/06/2010,212.76,13.4624,27.646,74.2387,13.3673,31.7368,4578.1,50.9208,14.5466,6.8368,24.8674,2.908,18.3662,75.72,66.77,34.741,39.4144,6.191,5.3335,11.8922,29.48,15.2207,4.5843,19.4,444.4,1245.9,35.527,48.1898,24.1647,27.6287,16.4315,30.8055,21.0544,20.4689,32.9963,15.9643,2.7585,38.3324,68.08,16.2315,30.488,79.69,15.6555,16.1352,24.144,15.4455,11.1161,46.8133,11.9726,53.4469,13.909,20.2373,18.21,38.5569,15.2332,15.2917,36.1224,28.0214,48.5968,17.2976,31.8216,24.498,31.56,18.407,20.8355,26.3844,20.7241,22.4845,5.2692,42.7847,3.4331
30/07/2010,231.67,15.4973,33.392,79.8174,14.1939,32.5498,4407.6,58.6244,15.6762,7.4247,29.1402,3.1444,19.7807,75.79,69.6,36.08,38.8858,7.266,6.6331,12.6635,34.02,16.2897,5.9264,20.779,500,1181.7,34.141,53.6739,26.1421,32.9009,17.7558,31.0733,20.41,21.4377,36.4413,17.5617,3.2247,39.6909,81.41,17.2302,33.821,78.12,15.7529,18.4213,25.895,16.9158,11.9966,53.2867,13.5937,54.7408,15.7543,21.6938,17.58,42.2996,16.8859,17.5119,41.611,31.9956,53.7059,19.1663,34.6152,28.6667,33.03,21.078,24.6252,29.9248,25.6985,24.8463,6.493,40.2007,3.7493
31/08/2010,224.8,15.0472,34.638,85.9679,14.1263,30.0535,3856.1,63.8957,14.9735,6.9101,22.387,3.1867,19.2294,75.87,68.23,34.937,39.7164,6.824,6.4333,12.0985,34.865,16.1802,5.6108,19.4699,500.4,1249,37.268,50.3097,24.3652,32.2164,16.6845,33.464,20.0388,22.797,33.3319,20.2141,3.3111,37.6748,78.43,17.5144,32.727,78.78,11.7379,17.7255,27.204,16.7097,12.0343,51.2955,13.2846,52.8779,14.4374,21.2381,18.93,41.213,15.7217,16.3002,40.0673,30.5314,57.9921,18.7493,32.177,25.7008,32.18,20.489,22.436,27.5724,23.9666,25.7535,5.9438,41.8143,3.5762
