close_date,MXWDU_Index,HDB_US_Equity,NTES_US_Equity,BAP_US_EQUITY,NVO_US_Equity,ACN_US_Equity,6861_JT_Equity,MELI_US_Equity,AIR_FP_Equity,TSM_US_Equity,ASML_US_Equity,ABEV_US_EQUITY,BAX_US_EQUITY,KER_FP_Equity,MC_FP_Equity,ADS_GR_Equity,NESN_SW_Equity,UBI_FP_Equity,ITUB_US_Equity,BRFS_US_Equity,CHKP_US_EQUITY,AZN_US_Equity,BBD_US_Equity,UL_US_Equity,PA1_COMB_Comdty,GC1_Comdty,BAYN_GR_Equity,DEO_US_Equity,DG_FP_Equity,RIO_US_Equity,LRLCY_US_Equity,NVS_US_Equity,SNY_US_Equity,GSK_US_Equity,RY_US_Equity,TTM_US_Equity,IBE_SM_Equity,SAP_US_Equity,BIDU_US_EQUITY,EWL_US_EQUITY,EEM_US_EQUITY,BRK/B_US_Equity,CRH_US_EQUITY,VALE_US_Equity,EWM_US_EQUITY,EWS_US_EQUITY,EWH_US_EQUITY,EWZ_US_EQUITY,EWA_US_EQUITY,TM_US_Equity,EWN_US_EQUITY,EWC_US_EQUITY,SLV_US_EQUITY,EWY_US_EQUITY,EWG_US_EQUITY,EWQ_US_EQUITY,EZA_US_EQUITY,VGK_US_EQUITY,ECH_US_EQUITY,EWT_US_Equity,SIEGY_US_Equity,SNE_US_Equity,EWJ_US_EQUITY,EWU_US_EQUITY,EWI_US_EQUITY,TOT_US_Equity,EWP_US_EQUITY,HMC_US_Equity,SAN_US_Equity,TEVA_US_Equity,MUFG_US_Equity
30/09/2010,246.52,17.3607,34.385,93.0332,16.2414,34.89,4028.7,69.9423,15.7754,7.4541,26.9133,3.6194,21.7031,87.68,80,39.469,39.5276,8.166,7.2141,13.9281,36.93,16.596,6.489,21.3319,571.25,1307.8,39.536,54.1869,25.8747,37.5187,18.962,36.7664,23.2887,24.0892,36.3437,24.0851,3.3605,42.6675,102.62,18.5294,36.574,82.68,12.6711,20.7206,28.998,18.1663,13.6524,58.2596,14.9752,56.1291,16.5185,22.8086,21.31,46.1285,17.9118,18.755,46.1186,33.9687,63.4527,20.927,37.4622,28.5278,33.91,22.406,25.365,30.4981,26.4667,27.9472,6.437,43.5738,3.5381
29/10/2010,254.72,16.2863,36.46,102.8184,17.2908,37.0778,4425.8,64.0895,16.2841,8.0202,30.0183,4.076,23.1679,86.98,83.71,40.729,40.698,9.349,7.3296,13.1209,42.75,16.5174,6.6255,21.2733,645.1,1357.6,41.673,58.1051,27.0076,41.6009,19.814,36.9449,24.5915,24.101,37.5453,26.5493,3.6089,44.7616,110.01,19.0978,37.677,79.56,13.4554,21.5102,29.694,18.7434,14.0964,58.3292,15.4357,55.5332,16.9493,23.5349,24.17,46.9047,19.4017,19.7947,46.4685,35.6281,65.0129,21.4675,40.6291,31.2218,34.37,23.351,27.0409,32.2003,27.9577,28.2927,6.5981,42.8551,3.561
30/11/2010,244.45,16.6056,33.287,97.9095,16.4031,35.9251,4685.4,61.6476,14.8829,7.9025,29.5386,3.9707,22.0853,90.37,87.38,42.058,41.1888,7.37,6.9645,13.668,42.87,15.3619,6.3922,20.6914,700.95,1385,43.445,56.2677,26.2476,40.9684,17.9245,34.0506,21.3766,23.6318,37.693,30.8829,3.1533,40.6082,105.05,18.4401,36.582,79.68,13.3564,21.2024,28.744,18.3587,14.2168,56.6711,14.8364,60.9202,15.3479,23.8665,27.44,46.5425,18.3433,17.5823,45.7756,32.8462,65.6901,21.7609,39.0261,32.735,35.23,22.133,22.8134,29.6306,22.5081,28.4497,4.955,41.4906,3.5992
31/12/2010,263.36,15.7355,31.517,97.1253,18.5727,40.2125,5217.8,64.5788,15.0381,9.2184,34.7076,4.6098,23.1722,87.86,92.06,42.484,41.3398,8,7.1697,15.2714,46.26,15.1197,6.5711,22.8523,803.3,1421.4,42.803,58.3642,29.0005,45.7788,18.9451,37.5825,22.5743,24.2121,36.8279,27.7011,3.5266,43.7924,96.53,20.3644,39.247,80.11,15.8389,23.1365,30.87,19.4748,14.3707,60.6476,16.4557,61.6573,17.1904,25.4936,30.18,52.9218,19.4913,19.256,52.3584,35.8472,68.265,24.5937,44.1621,32.9472,37.68,24.029,24.8794,32.4922,24.6511,31.162,5.4855,43.2235,4.1341
31/01/2011,265.75,13.598,35.17,85.1593,18.6651,42.6838,4831.8,65.6787,18.151,9.608,38.0299,3.9665,22.1972,86.2,85.29,39.599,38.546,8.571,6.4564,15.0633,44.55,16.0068,6.13,21.4685,820.1,1333.8,41.758,60.3037,30.1447,44.3862,19.5862,35.6125,24.1012,22.428,38.1233,22.9049,3.8274,50.1004,108.63,20.1046,37.738,81.75,16.608,23.4346,30.505,19.3201,14.5758,57.3566,16.087,64.441,17.6958,25.7321,27.392,53.1034,20.4927,20.4767,45.9853,37.169,61.1984,24.5149,47.0608,31.6832,37.75,24.292,27.5375,35.7062,28.0932,34.3492,6.4085,45.313,3.9736
28/02/2011,272.33,13.8522,40.671,82.0473,20.8974,42.6921,4933.8,63.7407,18.0733,9.0346,39.4692,4.0126,24.3304,81.22,85.44,40.485,39.7164,8.024,6.6748,16.1127,49.84,16.7235,6.3938,22.1937,797.65,1409.9,43.329,61.4501,31.0964,45.4083,19.5946,37.4183,24.2203,24.2177,41.5807,23.2448,3.8659,52.2636,121.16,20.8679,37.721,87.28,17.5674,23.0309,30.204,18.3499,14.1808,58.195,16.8891,73.1607,18.2989,27.6893,33.11,50.2148,21.1685,21.1461,48.6355,38.33,59.9291,23.2081,49.2707,33.9897,39.82,25.399,28.1146,37.2433,28.2139,34.4675,6.4399,41.7158,4.2258
31/03/2011,270.77,16.002,43.165,85.7065,20.9808,45.5863,4730.8,79.1826,17.7112,8.9538,40.284,4.2621,24.7587,79.85,83.53,38.656,39.7541,7.209,7.3019,17.2708,51.05,15.6861,6.779,22.8812,767.9,1438.9,42.57,60.6275,31.435,45.8489,19.6959,36.1415,24.6686,24.0923,43.9944,26.2377,3.7516,53.0943,137.81,20.535,40.094,83.63,18.1915,22.4388,31.75,19.2217,14.3783,60.7338,17.219,63.5151,18.788,27.64,36.77,55.6548,21.1278,21.2091,51.1314,37.9357,61.61,23.401,50.3335,29.5099,35.63,24.776,28.221,37.0428,28.4622,29.7428,6.131,41.7741,3.5698
29/04/2011,283.05,16.2054,42.964,80.4894,21.3427,47.7625,4701.9,88.6597,18.013,9.9241,38.3507,4.9049,26.1999,89.16,90.68,43.622,41.9717,6.778,7.2131,18.7364,54.93,16.9479,6.612,24.3384,792.15,1556.4,45.899,64.7239,32.1514,47.1963,21.9157,39.3467,27.6803,27.3853,45.0725,25.9073,3.8335,55.8373,148.52,22.6136,41.189,83.3,19.5468,22.7434,32.222,20.3185,14.7049,60.8983,18.2863,63.064,19.5623,27.714,46.88,59.6506,23.4319,22.7685,53.8938,41.0903,67.0987,25.192,53.4853,26.2465,36.37,26.436,30.6056,39.0235,30.73,30.4088,6.6783,38.0771,3.7017
31/05/2011,273.37,15.4393,40.218,84.5339,21.1114,47.9799,4733,85.478,19.7289,10.0417,35.8252,4.7483,27.4063,91.94,91.48,46.277,42.7924,6.902,6.9359,17.1351,54.92,17.822,6.5136,24.5988,778.95,1535.9,45.184,67.6829,31.9625,45.2043,21.7692,42.9044,29.0401,27.5933,41.9369,22.8766,3.7601,54.5464,135.71,23.0277,39.979,79.07,17.3375,21.9671,32.373,19.967,14.7733,58.9394,17.2836,65.9212,18.519,27.0561,37.6,57.0905,22.1048,22.1148,51.0964,39.922,66.0352,24.8141,49.0545,24.7909,35.47,25.814,28.3121,35.9863,29.0057,30.1313,6.4036,42.5785,3.5465
30/06/2011,268.82,16.725,39.311,71.8,20.9891,50.5131,5053,77.0397,20.0946,9.6604,33.9426,5.08,27.6319,93.35,93.9,48.288,40.8384,6.913,7.157,15.8725,56.85,17.0296,6.7406,24.4478,760.65,1502.8,43.667,65.1216,32.3476,46.6225,22.5275,40.6368,29.4507,27.2377,40.8273,21.2526,3.7522,53.2128,140.13,22.042,39.604,77.39,17.6431,21.756,33.137,19.5778,14.253,58.3559,17.1408,65.2326,17.9161,26.2182,33.84,56.5099,22.4525,22.1679,50.4362,39.0895,65.4799,23.9009,50.4031,24.4665,36.34,25.064,27.3511,36.1426,28.8229,30.7757,6.199,40.3367,3.7483
29/07/2011,264.81,16.4795,44.045,81.4734,20.443,49.443,4837.4,77.1174,21.0697,9.4689,32.7396,4.5569,26.9283,98.06,96.81,46.921,39.2752,5.826,6.1926,17.6859,57.65,16.499,6.3293,24.1988,827.7,1628.3,44.692,64.6205,29.6745,45.7587,20.7609,40.6966,28.4096,28.2028,38.8518,20.6085,3.5824,54.757,157.07,21.8018,39.197,74.17,15.5356,22.0897,32.681,20.5046,14.4608,56.1442,16.5881,64.8369,16.8357,25.6138,38.85,57.1011,21.4756,20.1789,49.542,37.2931,60.4671,23.8694,46.6503,23.2705,37.31,24.965,24.5243,33.7868,26.4769,31.7083,5.5976,39.015,3.9345
31/08/2011,241.44,15.8157,44.08,83.0912,17.8696,44.803,4539.7,65.4265,19.2283,9.1701,32.3906,5.41,25.9145,88.18,89.25,42.637,39.0094,4.954,5.5823,18.1347,54.44,16.4253,5.8778,25.7232,788.1,1829.3,35.718,63.841,26.639,39.7841,18.7959,38.8746,26.8113,27.5186,36.9501,15.9999,3.2444,47.8257,145.78,20.435,35.569,73,14.3178,19.6515,30.794,18.5654,13.5834,52.1106,16.0157,56.8589,15.3399,24.7446,40.45,49.294,17.4677,18.1097,48.8679,33.8318,58.7295,21.6336,37.8216,20.3501,34.32,23.051,21.1384,30.6437,24.5754,25.8816,5.0877,34.7878,3.4922
30/09/2011,213.88,13.8198,33.269,76.8869,16.6734,44.0422,4762.6,52.2628,18.4621,8.7564,31.7202,4.6525,26.1384,74.06,75.4,40.533,39.1579,4.082,4.7708,16.0556,52.76,15.3654,4.8724,23.7791,614.55,1620.4,32.951,61.6429,23.7425,28.6737,16.8052,37.0858,24.0474,26.5292,33.0598,14.7973,3.2045,44.4127,106.91,17.9417,29.2,71.04,12.3372,15.8659,26.425,15.685,11.0284,41.3782,13.1994,54.4307,13.6198,21.102,28.91,40.4872,15.255,15.2785,40.1247,29.6914,46.2191,18.5948,32.907,17.7655,32.96,20.786,18.4515,27.8896,22.1131,23.3862,4.4079,31.3057,3.5159
31/10/2011,236.19,15.0098,41.299,90.7132,17.8093,50.9828,4491.1,63.3961,18.6058,9.6681,38.5069,5.1942,25.5983,85.83,90.99,45.077,39.7832,4.364,5.88,19.2796,57.63,16.595,5.9995,25.6546,651.15,1725.2,36.818,67.2851,26.1446,35.1656,18.8304,37.5513,26.2102,28.778,35.7744,19.2904,3.3227,52.9584,140.18,19.4659,33.959,77.86,14.6439,18.1089,30.101,17.4674,12.4598,49.6204,15.6209,53.1947,15.3316,23.3786,33.44,48.1638,17.7015,17.2435,44.9931,33.379,54.6202,20.3819,38.4703,19.6076,32.75,23.474,20.9676,33.2488,24.1035,23.9879,4.7897,34.3588,3.4211
30/11/2011,223.59,13.1134,39.311,90.5798,19.0239,49.0116,4322,85.2638,19.3241,9.8979,36.3028,5.2958,24.0526,84.53,88.86,45.853,39.9786,5.374,5.476,18.4553,55.34,15.9265,5.4418,25.8758,610,1745.5,38.569,69.5014,24.2442,34.5216,18.5546,35.9886,25.6676,28.9367,33.6317,16.5484,3.1325,52.6074,130.99,18.5216,33.289,78.76,15.2326,16.5696,30.447,16.783,12.3059,46.9552,15.305,52.5568,14.5671,22.7329,32,48.7376,17.2255,16.4735,45.9724,32.4224,51.1103,19.4451,37.1656,16.8773,32.86,23.094,19.8027,32.8928,22.4961,25.3919,4.1854,33.4886,3.429
30/12/2011,220.87,12.4592,39.102,91.2886,19.3104,45.0351,4130.6,77.4151,21.0262,9.8902,38.3783,5.5592,23.1878,84.11,83.37,44.344,42.2062,5.171,5.7644,18.1165,52.54,16.0339,5.6214,25.7911,656.15,1566.8,39.228,70.9709,25.142,31.8221,17.9514,38.0168,26.7893,29.6848,37.2662,16.2597,3.0579,46.457,116.47,18.7522,31.87,76.3,15.7655,15.2867,30.067,15.8486,12.045,46.0064,14.5517,52.7322,14.4373,22.3316,26.94,45.7791,16.0482,15.8547,44.147,31.6642,50.2117,19.2359,35.0399,16.8679,32.12,23.082,18.887,32.9829,22.232,24.6606,4.2078,34.1227,3.3104
31/01/2012,235.65,14.7111,41.683,94.7827,19.9672,48.5124,4226.3,85.0651,22.3583,10.7866,39.4803,5.6054,25.9996,91.45,94.19,49.012,41.2292,5.98,6.1992,18.5613,56.29,16.6782,6.0291,24.9217,686.35,1737.8,42.516,71.9207,26.4081,39.3288,18.3564,36.1482,27.2219,28.9757,38.678,23.1677,2.9312,53.0636,127.52,19.3325,35.372,78.37,15.853,18.0305,31.66,18.1169,13.1584,52.5879,15.8955,58.5931,15.1077,23.5993,32.28,50.2466,17.81,16.8507,48.0939,33.3915,54.1357,20.9443,35.9412,17.0362,33.66,23.825,20.3992,34.1832,22.7241,27.4858,4.5059,38.164,3.6265
29/02/2012,248.34,16.2851,45.702,102.4797,23.5106,50.3737,4744.8,94.7104,23.7383,11.1236,41.8313,6.1631,27.2415,97,96.25,52.153,43.2222,6.394,6.54,19.3767,58.16,16.2133,6.1277,25.2114,706.65,1711.3,44.263,78.4399,29.1077,37.6119,19.6405,37.883,27.1486,29.3455,41.5214,26.2657,2.8921,59.3193,136.7,20.1864,37.237,78.45,17.0064,17.9165,32.916,18.8632,14.2056,55.4577,16.1195,65.9531,15.711,24.3632,33.55,52.4409,19.1627,17.9034,50.3927,35.2029,59.0777,22.357,38.0072,20.0003,35.22,25.039,21.0608,36.1837,22.9004,30.7712,4.746,38.1102,4.0373
30/03/2012,244.02,16.1666,50.654,109.9266,23.6493,54.5701,4770.8,95.2796,26.7333,11.7059,46.0466,6.4402,28.179,98.06,98.19,51.641,44.3946,5.533,6.0299,18.5427,63.84,16.0688,5.9143,25.6617,654.1,1669.3,41.93,79.2115,29.1189,36.7266,21.2262,38.5085,28.4096,29.7429,42.873,25.9482,2.7717,61.2583,145.77,20.7501,36.074,81.15,16.7725,16.6266,32.759,18.8632,13.5828,51.8344,15.9566,69.8576,15.9121,23.7923,31.38,52.1562,19.4382,17.871,49.8144,35.2258,59.4257,22.0367,38.4379,19.5697,35.88,24.71,20.604,33.4373,21.5196,31.1724,4.3858,38.3228,3.9931
30/04/2012,239.25,16.2756,52.589,111.1164,25.0661,55.5445,4648.2,94.2565,25.9671,11.9357,47.3924,6.543,26.119,96.05,96.79,55.4,44.9933,5.199,4.9321,17.0786,58.125,15.8557,5.4203,26.6478,682.35,1664.2,43.677,83.0038,26.0655,37.0437,21.2764,38.3417,27.9917,30.6171,43.1261,28.6229,2.2899,58.1612,132.7,20.576,35.461,80.45,16.6253,16.2048,32.557,19.0169,13.6645,48.3031,16.1806,65.8022,15.2451,23.8091,30.11,51.8935,18.8203,16.7778,49.5903,34.3469,58.5991,21.0346,35.3999,15.2732,34.34,25.067,18.9028,31.4685,19.1253,29.2338,3.7754,38.9224,3.8167
31/05/2012,210.8,13.2556,54.368,105.9048,22.8105,48.8313,4349.1,68.4368,23.5685,10.5184,42.5779,5.9773,23.8611,89.91,92.34,53.713,44.5482,5.415,4.5507,14.4283,51.24,14.5952,4.953,24.7529,612.1,1562.6,41.794,78.2593,24.9879,28.5541,19.875,36.1594,26.1162,29.5616,37.1134,20.0023,2.0021,51.5026,117.77,18.4455,31.668,79.36,14.0002,13.3653,31.144,17.0486,12.3954,41.7176,14.0901,61.8676,13.5743,21.257,26.96,46.0944,16.2737,15.0288,45.0144,30.235,51.8126,19.8273,31.4852,12.4749,31.35,22.211,15.9413,28.1718,15.688,25.7864,3.173,33.5497,3.4399
29/06/2012,222.65,15.5742,51.308,106.8554,24.7797,51.3883,4813.9,73.9635,24.7519,10.6946,47.7921,6.0097,25.2219,87.76,92.69,50.87,45.762,5.274,4.38,14.1299,49.59,16.1627,5.0696,26.4381,584.55,1604.2,46.271,84.6044,28.4532,31.5866,20.6242,38.849,28.9942,30.5401,38.21,21.128,2.4214,53.3355,114.98,19.5229,33.267,83.33,15.7339,14.4894,32.229,18.3216,13.0605,42.2676,15.1408,64.7562,14.6458,21.8728,26.65,48.0128,17.0193,16.2808,46.9124,32.7342,54.2612,20.0901,32.0455,13.4171,33.5,23.819,18.2361,29.8916,18.7355,28.3228,3.9125,33.7637,3.8087
31/07/2012,225.48,16.2,46.042,98.4099,26.3482,51.5679,4811.4,65.1913,25.9213,11.0841,53.4431,6.0442,27.7655,95.39,94.78,54.736,48.5943,5.62,4.9773,13.3764,48.57,16.9068,5.2333,28.0685,590.55,1610.5,50.346,87.7483,26.7244,30.5295,21.1442,40.7393,31.1891,30.8283,38.5695,19.761,2.0225,56.9295,120.52,19.8382,33.254,84.84,14.9489,13.1755,32.523,19.541,13.3392,42.8849,16.0624,61.5619,15.0009,22.2537,27.12,48.6961,17.3717,16.2143,47.3309,32.8412,54.0406,19.9915,32.2819,11.4479,32,24.024,16.9945,30.5566,17.3077,25.7406,3.6724,35.005,3.8969
31/08/2012,229.56,16.0424,45.397,102.3059,26.7864,52.6796,5059.2,77.6519,26.8603,11.6633,52.7646,5.8968,27.8462,97.11,100.38,55.597,48.0279,6.01,5.0256,14.9856,46.09,17.2217,5.6055,28.3547,627.95,1685.3,50.338,89.6526,26.7553,29.3932,21.5496,41.0104,31.427,30.8315,42.2506,20.661,2.1623,58.9961,111.44,20.2557,33.39,84.34,14.5597,11.9492,32.817,19.5262,13.5303,43.1057,16.2634,64.0643,15.6098,23.2779,30.79,49.3093,18.2399,17.1373,47.5585,34.3774,53.0346,20.7964,35.9374,10.6564,32.25,24.813,18.9133,33.1568,19.7252,26.0593,4.3379,34.089,3.6403
28/09/2012,237.42,17.9533,48.945,106.3376,26.9057,59.8889,4907.1,80.6584,21.8506,12.5519,49.8926,5.9987,28.8209,93.35,90.48,57.399,47.9874,6.207,4.8572,16.0926,48.16,17.6155,5.4894,28.8605,640.8,1771.1,54.839,93.9898,25.6376,31.3581,21.77,42.574,33.0463,31.3399,43.3067,25.1218,2.4187,64.0907,116.89,20.9545,35.129,88.2,15.9104,13.0661,32.918,19.9426,14.4939,44.2013,16.4851,63.7489,15.8671,24.1159,33.48,51.7971,19.4003,17.4449,49.0048,35.386,54.8171,21.9792,38.1749,11.1609,32.64,25.436,19.397,33.7777,20.9188,25.4297,4.5966,35.6651,3.786
31/10/2012,238.12,17.8626,47.079,109.7838,27.3286,58.3193,5196.6,82.0458,24.2824,12.6154,51.1009,6.4435,29.9494,106.06,96.98,59.023,47.8256,7.169,4.6369,17.0414,44.52,17.0782,5.3526,29.469,609.8,1719.1,55.011,95.2487,26.4111,33.5175,22.4839,42.0181,33.6526,30.4316,43.4646,23.6251,2.7355,65.5013,106.73,21.4658,34.98,86.35,15.4547,13.7982,33.81,19.8385,14.7328,43.6208,17.0325,62.9044,16.3817,24.1159,31.27,50.4393,19.7183,17.9521,48.1825,36.0114,54.3142,20.7143,38.4646,11.1991,32.24,25.559,20.1064,33.98,21.4326,24.8207,4.7179,34.8124,3.6557
30/11/2012,242.23,20.1223,38.239,118.7471,27.0524,58.7605,5648.1,70.3013,22.9358,13.7023,58.1554,6.5731,31.6901,112.12,105.19,60.807,49.0799,7.712,4.8205,17.0693,46.17,17.4978,5.7594,30.5633,686.25,1710.9,56.926,99.6927,26.6887,33.3968,23.9293,43.1231,34.2435,29.5503,44.8746,24.5251,2.6189,70.0747,96.31,22.3009,35.52,88.08,15.2226,13.1279,33.178,20.121,15.2186,42.1736,17.3028,69.8956,16.8878,23.7943,32.36,52.2438,20.2169,18.6506,47.4851,36.9027,52.9993,22.2749,39.4518,9.2912,33.2,25.852,20.5579,33.8182,21.8481,27.4048,4.8444,34.9742,3.7534
31/12/2012,250.36,19.4534,37.079,124.4001,27.8264,57.532,5856.6,76.8569,26.1339,13.6151,59.847,6.7128,32.098,110.12,108.23,60.386,48.2302,7.9,5.2911,19.6367,47.64,17.3984,6.0422,30.8582,703.35,1675.8,58.833,97.1997,28.2897,38.9562,24.6609,43.9918,36.3617,29.8663,45.9568,28.0958,2.876,72.2222,100.29,22.8378,37.941,89.7,16.8551,15.7866,34.511,20.8791,15.5717,46.1718,18.0492,75.7175,17.6223,24.3604,29.37,55.8212,21.2311,19.7112,53.4211,38.4917,55.8838,22.8244,41.7274,10.6839,35.08,26.605,21.7891,35.6133,23.4329,30.5744,5.1669,32.3652,4.4129
31/01/2013,260.32,19.2146,41.407,133.0324,31.4307,62.1951,6224.7,86.4946,30.6564,14.0752,69.792,7.5233,32.6662,125.04,108.27,61.498,51.7099,7.11,5.5411,20.751,50,17.7333,6.3973,32.4282,745.7,1660.6,59.496,99.4676,29.5209,37.8698,26.1504,47.1331,37.3594,31.3366,47.969,27.0295,2.817,73.6957,108.3,24.4569,37.826,96.93,17.8329,15.1916,32.96,21.0011,16.2693,46.8569,18.7528,77.4389,18.6705,24.7636,30.44,52.4888,22.0993,20.3296,49.4358,40.1389,59.1534,22.4557,43.3027,14.2516,35.87,27.391,23.0041,37.1745,24.3079,31.1952,5.3053,32.9286,4.6083
28/02/2013,257.11,18.1779,45.742,127.303,29.8365,64.332,6406.2,83.7647,34.7093,14.4799,65.972,7.0949,32.5507,135.54,102.85,63.094,53.0047,8.39,5.6819,20.1808,52.51,17.4229,6.2711,32.0139,732.6,1578.1,62.294,100.7471,27.8885,35.972,26.3531,48.834,36.2312,30.7116,47.7996,26.5501,2.6879,70.2634,90.76,24.508,36.962,102.16,18.0069,14.3028,33.348,20.8333,16.133,45.5033,19.2985,83.3096,17.3989,24.206,27.54,54.3568,21.2054,19.611,48.1298,38.7754,58.4023,22.6568,41.0332,13.9082,36.74,26.65,20.1529,34.2507,23.1541,30.9883,4.9161,32.6849,4.5106
29/03/2013,256.63,17.8769,48.855,140.9432,28.0568,65.7249,7077.6,94.6227,35.17,13.6389,63.193,6.8205,35.203,135.3,104.41,72.7,55.5537,8.43,5.7918,20.6669,46.99,19.1637,6.5372,33.9339,768.25,1594.8,65.822,105.9061,27.6485,32.1433,27.8955,51.3117,39.2012,32.7205,46.4067,23.8795,2.5766,72.3659,87.7,25.0193,36.59,104.2,18.7759,13.0224,34.146,21.2909,15.9084,44.9668,19.4133,84.3732,17.691,24.4548,27.43,52.3654,21.0334,19.3937,47.6521,38.9073,57.3596,22.3552,42.6226,16.7154,38.86,27.094,19.1161,33.3477,21.9151,31.8271,4.4167,34.6774,4.9438
30/04/2013,265.1,20.2751,50.3,129.9484,30.6852,71.2141,7593.7,98.5718,35.5288,15.1384,69.7669,6.7706,33.8606,131.87,104.06,71.247,55.4185,8.47,5.4784,23.2344,46.62,19.9075,6.3759,34.8015,697.8,1472.1,66.49,102.8427,29.8113,31.4469,31.3152,53.1268,40.9433,36.0197,46.9688,26.9414,2.9007,71.746,85.85,25.9908,37.035,106.32,18.283,13.2136,36.085,22.0229,16.4056,45.5198,20.1744,95.6022,18.2925,24.0345,23.46,51.4755,21.893,20.4967,47.9133,40.6733,55.442,23.4612,41.3218,15.7836,42.1,27.866,21.3031,34.9185,24.1531,33.2579,4.842,33.4627,5.5865
31/05/2013,258.17,19.2241,57.026,118.7562,27.9873,71.8,7692,112.3203,39.9193,14.8052,76.2398,6.1341,34.0836,132.77,108.14,76.601,52.9564,10.12,5.3876,21.8308,50.08,19.6506,6.2028,34.0236,751.05,1392.6,69.381,99.5268,32.3676,29.1666,30.3886,51.6862,42.1001,36.5024,46.199,26.8338,2.9596,66.9615,96.64,25.3346,35.242,114.07,17.7985,11.1338,36.507,20.6351,15.7962,42.0036,17.5251,96.6297,18.7736,23.7857,21.435,50.7882,22.4775,20.8894,43.9877,40.6772,50.5818,22.8579,41.5551,19.3572,39.01,27.836,21.5623,34.6474,23.3942,31.2531,4.8086,33.6498,4.8944
28/06/2013,245.98,17.4389,56.348,110.4203,26.9223,62.9245,7778,105.7398,36.8794,14.5354,74.2135,6.0181,33.8073,126.98,98.52,76.008,51.7045,10.06,4.6302,20.3149,49.68,18.1361,5.0413,32.7602,660.7,1223.7,68.534,96.7411,31.4381,28.0469,29.4474,50.93,40.8472,35.2332,45.3436,22.9305,2.8766,66.4053,94.602,24.9348,33.369,111.92,17.263,10.1673,35.986,19.8736,15.0383,36.9075,16.5975,99.1862,18.1369,22.6923,18.97,46.876,21.6049,19.9533,44.1264,38.8699,48.0975,22.2881,40.0566,20.3563,40.55,26.578,19.5247,34.3601,21.8385,31.1653,4.3211,34.5307,5.1168
31/07/2013,256.5,15.8317,56.83,102.5073,29.3458,64.5422,7864,115.2285,40.31,13.8473,84.3825,6.0874,35.6472,139.95,108.14,76.518,52.3305,11.47,4.5716,20.2165,56.32,19.4474,4.7385,32.9059,726.35,1312.4,72.883,105.4769,33.0974,30.7164,29.9637,51.5782,40.8234,35.9312,48.9247,23.6613,3.0652,66.4601,132.31,25.9792,33.811,115.87,17.943,10.608,34.968,20.7049,15.7072,36.6046,17.0974,100.2056,19.9593,23.9767,19.14,49.1934,23.0219,21.7937,45.0174,41.8338,43.4836,22.8412,44.9297,20.2122,40.57,28.271,21.4921,37.4292,24.6698,31.0733,5.0387,34.9711,5.1498
30/08/2013,252.34,13.9454,63.1,104.6214,29.0018,63.1781,7986.9,116.4649,39.1605,13.5048,81.6714,5.604,33.9488,138.97,104.89,73.107,50.9533,11.43,4.4083,21.8958,56.07,19.2046,4.509,31.1906,722.1,1395.8,70.403,104.7735,31.858,31.327,29.935,52.565,37.8893,36.2686,48.485,21.9684,2.9633,67.308,135.53,25.544,32.953,111.22,18.2829,11.1415,33.418,19.2676,15.4363,35.6705,17.2591,99.2931,19.6367,23.7684,22.6,50.427,22.4446,21.3401,43.983,41.22,42.3301,22.5898,43.1806,19.1747,39.28,28.068,21.5582,39.0237,24.0389,30.0693,4.8942,33.938,4.8037
30/09/2013,269.19,14.8115,64.76,110.8518,29.3979,64.3935,9162,132.5276,42.2947,13.831,92.6472,6.2284,32.2875,134.7,115.22,73.11,52.7895,11.43,5.1146,23.141,56.56,20.2661,5.3903,31.5174,727.15,1326.5,73.017,108.5313,35.0381,33.8618,30.8368,55.2516,40.1493,35.7555,50.4165,26.2006,3.1723,67.3992,155.18,27.2238,35.324,113.51,20.7952,12.0693,34.806,20.7438,16.4375,40.3155,18.5748,106.2809,20.7528,24.5667,20.9,54.1894,24.3252,23.0093,47.7432,44.1778,44.8606,23.3271,49.0175,20.7913,43.08,29.527,23.3437,41.4412,27.4065,32.0706,5.6238,33.5473,5.3369
31/10/2013,278.88,17.4437,60.219,117.876,28.9549,65.1231,10330.4,132.2574,45.4515,15.0135,88.8338,6.0417,32.376,136.09,112.21,76.6,54.6674,9.48,5.5845,22.1033,58.02,20.6291,5.6037,33.1594,736.8,1323.7,76.88,108.9668,38.524,35.2091,30.7203,55.8566,42.4094,37.5087,53.2592,30.8266,3.4183,71.4384,160.799,28.0288,36.797,115.09,21.0619,12.7063,36.692,21.4585,16.7125,42.2047,19.6039,107.4348,21.8167,25.4736,21.095,56.3041,25.6635,23.8781,49.5479,46.0259,44.7354,24.3242,52.0681,16.6659,43.02,30.626,25.8979,43.7737,29.741,33.601,6.2839,32.9346,5.3286
